pressure,kind,gamma,time
0.34202706442583874,lap,step,10000
0.34203076594083726,lap,step,10000
0.34205092634161005,lap,step,10000
0.3420875446846878,lap,step,10000
0.3421406231224928,lap,step,10000
0.342210170544778,lap,step,10000
0.3422961957617119,lap,step,10000
0.34239871539062605,lap,step,10000
0.34251774850989136,lap,step,10000
0.34265331795960563,lap,step,10000
0.3428054506392755,lap,step,10000
0.34297417836441113,lap,step,10000
0.3431595343787883,lap,step,10000
0.34336155868963664,lap,step,10000
0.3435802931467755,lap,step,10000
0.3438157855129589,lap,step,10000
0.34406808502841457,lap,step,10000
0.34433724552253153,lap,step,10000
0.34462332623218117,lap,step,10000
0.34492638710198875,lap,step,10000
0.3452464948661565,lap,step,10000
0.345583717713275,lap,step,10000
0.34593812842352634,lap,step,10000
0.3463098032611853,lap,step,10000
0.3466988225639085,lap,step,10000
0.34710526949429266,lap,step,10000
0.34752923044933937,lap,step,10000
0.34797079517527507,lap,step,10000
0.34843005720192366,lap,step,10000
0.3489071129065273,lap,step,10000
0.34940206131569695,lap,step,10000
0.3499150046236217,lap,step,10000
0.35044604713803196,lap,step,10000
0.3509952957176097,lap,step,10000
0.35156285931635267,lap,step,10000
0.352148848670705,lap,step,10000
0.3527533756148884,lap,step,10000
0.35337655287191794,lap,step,10000
0.3540184937346567,lap,step,10000
0.35467931093766225,lap,step,10000
0.35535911675074416,lap,step,10000
0.3560580208356541,lap,step,10000
0.3567761303627286,lap,step,10000
0.35751354834447824,lap,step,10000
0.3582703720748839,lap,step,10000
0.3590466918773103,lap,step,10000
0.3598425887673997,lap,step,10000
0.36065813229882693,lap,step,10000
0.3614933783003096,lap,step,10000
0.36234836324395303,lap,step,10000
0.36322310256122137,lap,step,10000
0.3641175852014343,lap,step,10000
0.3650317675049877,lap,step,10000
0.3659655663694288,lap,step,10000
0.3669188505036836,lap,step,10000
0.36789143019448295,lap,step,10000
0.3688830450042033,lap,step,10000
0.3698933477841351,lap,step,10000
0.3709218857328019,lap,step,10000
0.3719680779835528,lap,step,10000
0.3730311850542005,lap,step,10000
0.37411027287824083,lap,step,10000
0.37520416905958953,lap,step,10000
0.37631140386443995,lap,step,10000
0.3774301387542227,lap,step,10000
0.37855807421023435,lap,step,10000
0.3796923319166172,lap,step,10000
0.38082930245507113,lap,step,10000
0.38196444763193504,lap,step,10000
0.3830920429456963,lap,step,10000
0.3842048376673937,lap,step,10000
0.38529360551928526,lap,step,10000
0.3863465456818016,lap,step,10000
0.38734848237375097,lap,step,10000
0.38827979368751464,lap,step,10000
0.3891149881598084,lap,step,10000
0.3898208596836561,lap,step,10000
0.3903542635799244,lap,step,10000
0.39066003731111554,lap,step,10000
0.3906714981249735,lap,step,10000
0.3903235893417749,lap,step,10000
0.38961392439661013,lap,step,10000
0.3885618045943975,lap,step,10000
0.3769295951893543,lap,step,10000
0.011965846052763296,lap,step,10000
-9.4655423439139,lap,step,10000
-14.545708962086882,lap,step,10000
0.07849300043992513,lap,step,10000
0.428398265460173,lap,step,10000
0.42643102230908525,lap,step,10000
0.419651185870745,lap,step,10000
0.41449309792553374,lap,step,10000
0.41031521444670466,lap,step,10000
0.40677469072018724,lap,step,10000
0.40368787027673303,lap,step,10000
0.40094054279694014,lap,step,10000
0.3984554655605086,lap,step,10000
0.3961778733602213,lap,step,10000
0.39406775418009765,lap,step,10000
0.3920952396827744,lap,step,10000
0.3902376537895087,lap,step,10000
0.38847753583268485,lap,step,10000
0.38680127338860265,lap,step,10000
0.3851981348620975,lap,step,10000
0.38365957190216626,lap,step,10000
0.3821787094422291,lap,step,10000
0.3807499670372359,lap,step,10000
0.3793687752739867,lap,step,10000
0.3780313608949353,lap,step,10000
0.3767345825771198,lap,step,10000
0.3754758041977482,lap,step,10000
0.37425279644395815,lap,step,10000
0.3730636595358163,lap,step,10000
0.3719067636328362,lap,step,10000
0.3707806983091615,lap,step,10000
0.36968423657233274,lap,step,10000
0.3686163028053784,lap,step,10000
0.3675759481072127,lap,step,10000
0.36656232979146713,lap,step,10000
0.3655746952296539,lap,step,10000
0.36461236861404345,lap,step,10000
0.3636747388565915,lap,step,10000
0.3627612515782595,lap,step,10000
0.3618714000272867,lap,step,10000
0.3610047213040986,lap,step,10000
0.3601607870596588,lap,step,10000
0.3593392017245663,lap,step,10000
0.3585396005929553,lap,step,10000
0.35776164153843487,lap,step,10000
0.3570050059399393,lap,step,10000
0.35626939568546945,lap,step,10000
0.3555545304656178,lap,step,10000
0.3548601472292354,lap,step,10000
0.3541859980346551,lap,step,10000
0.3535318465151747,lap,step,10000
0.3528974711000963,lap,step,10000
0.35228266278089754,lap,step,10000
0.3516872208100317,lap,step,10000
0.35111095619170385,lap,step,10000
0.3505536879924378,lap,step,10000
0.35001524800678396,lap,step,10000
0.34949547084998045,lap,step,10000
0.3489942045019667,lap,step,10000
0.3485113001278784,lap,step,10000
0.34804661818295557,lap,step,10000
0.3476000263488182,lap,step,10000
0.3471713975031534,lap,step,10000
0.34676061270990033,lap,step,10000
0.3463675563731101,lap,step,10000
0.34599212246578764,lap,step,10000
0.3456342068320808,lap,step,10000
0.3452937140783128,lap,step,10000
0.34497055254033526,lap,step,10000
0.3446646362543042,lap,step,10000
0.3443758843752889,lap,step,10000
0.34410422127082896,lap,step,10000
0.34384957628947177,lap,step,10000
0.34361188158526446,lap,step,10000
0.34339107764309423,lap,step,10000
0.34318710814458697,lap,step,10000
0.34299992056529405,lap,step,10000
0.3428294682402395,lap,step,10000
0.3426757079958307,lap,step,10000
0.34253860123123303,lap,step,10000
0.34241811477618,lap,step,10000
0.34231421863952605,lap,step,10000
0.342226889076585,lap,step,10000
0.3421561037770111,lap,step,10000
0.3421018481076139,lap,step,10000
0.34206411020789673,lap,step,10000
0.3420428816224792,lap,step,10000
0.34203815948450256,lap,step,10000
0.3419400793112075,lap,step,1000000
0.34187552753640205,lap,step,1000000
0.34182204405379935,lap,step,1000000
0.3417792403363009,lap,step,1000000
0.341746699284208,lap,step,1000000
0.3417239711828231,lap,step,1000000
0.3417105758299641,lap,step,1000000
0.3417059863201999,lap,step,1000000
0.3417096350647064,lap,step,1000000
0.34172090384747733,lap,step,1000000
0.3417391196498798,lap,step,1000000
0.3417635431097104,lap,step,1000000
0.341793369974976,lap,step,1000000
0.34182771919722654,lap,step,1000000
0.3418656159497147,lap,step,1000000
0.34190599408904276,lap,step,1000000
0.3419476749784387,lap,step,1000000
0.34198936529584506,lap,step,1000000
0.3420296320851399,lap,step,1000000
0.3420668903956568,lap,step,1000000
0.34209938796614736,lap,step,1000000
0.3421251824545486,lap,step,1000000
0.34214211523650917,lap,step,1000000
0.3421477933196968,lap,step,1000000
0.3421395543594947,lap,step,1000000
0.3421144327603259,lap,step,1000000
0.34206912868757655,lap,step,1000000
0.3419999616359064,lap,step,1000000
0.34190282214099454,lap,step,1000000
0.341773118411254,lap,step,1000000
0.3416057180593377,lap,step,1000000
0.34139487856790396,lap,step,1000000
0.34113417251921874,lap,step,1000000
0.34081639218568327,lap,step,1000000
0.34043346400765273,lap,step,1000000
0.3399763320023795,lap,step,1000000
0.3394348373930037,lap,step,1000000
0.33879758580294705,lap,step,1000000
0.33805179541689157,lap,step,1000000
0.33718313418584955,lap,step,1000000
0.33617554187840426,lap,step,1000000
0.33501104283334016,lap,step,1000000
0.33366954485730815,lap,step,1000000
0.3321286350320669,lap,step,1000000
0.33036337822151657,lap,step,1000000
0.32834612902848553,lap,step,1000000
0.32604637580335094,lap,step,1000000
0.3234306380756209,lap,step,1000000
0.32046245200883305,lap,step,1000000
0.317102489749118,lap,step,1000000
0.3133088820461367,lap,step,1000000
0.3090378191184868,lap,step,1000000
0.3042445596822745,lap,step,1000000
0.2988849952043858,lap,step,1000000
0.2929179800590341,lap,step,1000000
0.2863086979586704,lap,step,1000000
0.27903342193157954,lap,step,1000000
0.27108612673067617,lap,step,1000000
0.26248755031486226,lap,step,1000000
0.2532974598035196,lap,step,1000000
0.24363108481388807,lap,step,1000000
0.23368092320577996,lap,step,1000000
0.22374540726180925,lap,step,1000000
0.21426626855982,lap,step,1000000
0.2058768010587979,lap,step,1000000
0.19946365071662875,lap,step,1000000
0.1962451910752403,lap,step,1000000
0.1978699905248327,lap,step,1000000
0.20653932373049777,lap,step,1000000
0.22515815572519138,lap,step,1000000
0.2575196538188927,lap,step,1000000
0.30852937878815295,lap,step,1000000
0.3844776032807378,lap,step,1000000
0.49337318205338754,lap,step,1000000
0.6453629300128796,lap,step,1000000
0.8532818650934823,lap,step,1000000
1.1334216454570418,lap,step,1000000
1.5066849989963433,lap,step,1000000
2.000447608508331,lap,step,1000000
2.6517490408079922,lap,step,1000000
3.5130545939327114,lap,step,1000000
4.663240876365267,lap,step,1000000
6.230131153413137,lap,step,1000000
8.442239275480823,lap,step,1000000
11.768786580514455,lap,step,1000000
17.065489066619413,lap,step,1000000
-5.8371862001326225,lap,step,1000000
-4.878508871045282,lap,step,1000000
-8.002002465083972,lap,step,1000000
-53.446820043395746,lap,step,1000000
-10.62428866334729,lap,step,1000000
-3.6452230364633085,lap,step,1000000
-0.981281760724532,lap,step,1000000
0.13039018658290802,lap,step,1000000
0.6099563103663685,lap,step,1000000
0.8099191125725786,lap,step,1000000
0.8793274892382028,lap,step,1000000
0.8860782061290139,lap,step,1000000
0.8629293974533452,lap,step,1000000
0.8263775269695817,lap,step,1000000
0.7849587037095755,lap,step,1000000
0.7431232367168069,lap,step,1000000
0.703143302343177,lap,step,1000000
